Sl.No.,Heads of Crime,Major Heads,Minor Heads,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,,,,,,
165,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Tractors,48,7,8,6,,,,,,
166,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),In Running Bus,55,0,7,4,,,,,,
167,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Snatching,299,0,42,53,,,,,,
168,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),At ATM,15,0,5,0,,,,,,
169,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Sand,719,96,106,82,,,,,,
170,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Government Office,14,0,3,2,,,,,,
171,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Mines,43,1,4,7,,,,,,
172,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Communication And Elec. Wire,125,23,15,19,,,,,,
173,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cattle,262,60,37,36,,,,,,
174,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cycle,20,10,2,0,,,,,,
175,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Lorries/Trucks,59,6,13,5,,,,,,
176,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Buses,1,2,0,0,,,,,,
177,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Cars / Jeeps,124,17,32,19,,,,,,
178,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobiles - Of Two Wheelers ,4545,1026,706,785,,,,,,
179,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Automobies - of Three Wheelers,122,27,20,21,,,,,,
180,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Accessories of Motor Vehicle,133,31,22,22,,,,,,
181,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Govt. Vehicle,1,0,0,0,,,,,,
182,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),"Electronic Goods (Radio, TV, VCR, Acs, Office Automation Equipments)",499,100,92,71,,,,,,
183,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Fire Arms,4,0,1,0,,,,,,
184,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Explosives,0,0,0,0,,,,,,
185,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cultural - Idols,6,0,3,1,,,,,,
186,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cultural - Painting,0,0,0,0,,,,,,
187,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Of Cultrual - Others,109,17,13,20,,,,,,
188,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Cash,256,38,46,39,,,,,,
189,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Jewellery,828,130,163,111,,,,,,
190,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Other Items Not Included Above,837,169,141,118,,,,,,
191,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),In Running Train,28,0,5,2,,,,,,
192,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Extortion,135,22,20,24,,,,,,
193,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),House Theft,926,188,165,181,,,,,,
194,A - IPC/BNS Crime,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),Servant Theft,243,44,47,51,,,,,,
195,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Land Dispute,534,127,85,120,,,,,,
196,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Employee - Govt.,0,0,0,0,,,,,,
197,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Labour - Private Sector,0,1,0,0,,,,,,
198,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Labour - Public Sector,1,0,0,1,,,,,,
199,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Linguistic,1,0,0,1,,,,,,
200,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Political ,3,1,0,0,,,,,,
201,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Regional,2,0,0,0,,,,,,
202,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Sectarian,0,0,0,0,,,,,,
203,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Students,2,1,1,0,,,,,,
204,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Tribal,0,0,0,0,,,,,,
205,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Due to Village Disputes,9,2,3,0,,,,,,
206,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Communal,3,0,0,1,,,,,,
207,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Industrial,2,0,0,0,,,,,,
208,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Caste,2,0,0,0,,,,,,
209,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Agrarian,0,0,0,0,,,,,,
210,A - IPC/BNS Crime,"RIOTS (Sec.141 to 153 IPC/189(1) TO 189(6),191(1)TO 191(3), 190,192,195 BNS))",Others,1217,230,208,229,,,,,,
211,A - IPC/BNS Crime,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC/147 TO 158 BNS)",NA,0,0,0,0,,,,,,
212,A - IPC/BNS Crime,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC/196, 197 & 353 BNS",NA,103,8,44,19,,,,,,
213,A - IPC/BNS Crime,CRIMINAL BREACH OF TRUST (Sec. 406 to 409 IPC/316(2) to 316(5) BNS),NA,350,48,61,69,,,,,,
214,A - IPC/BNS Crime,"CHEATING (Sec.417 to 420 IPC/318(2)to 318(4), 319(2) BNS)",NA,2858,659,467,450,,,,,,
215,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)","Stock Share, Debentrue Certificate",0,0,0,0,,,,,,
216,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",Usage of Counterfeit Stamp,0,0,0,0,,,,,,
217,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",Of Coins (Sec 231 to 254 IPC/ 178 to 181 BNS),0,0,0,0,,,,,,
218,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)","Of Stamps (Sec 255 To 263(A) IPC/179 to 186
BNS)",0,0,0,0,,,,,,
219,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)","Of Currency Notes And Bank Notes (Sec 489
(A) To 489 (E) IPC/ 178 to 182 BNS)",19,2,6,5,,,,,,
220,A - IPC/BNS Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC/178 TO 185 BNS)",Of Others,0,0,0,0,,,,,,
221,A - IPC/BNS Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",Forgery  ,217,35,33,37,,,,,,
222,A - IPC/BNS Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",Organised (Racket),0,0,0,0,,,,,,
223,A - IPC/BNS Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",Forgery of Passport,0,0,0,0,,,,,,
224,A - IPC/BNS Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC/336(2),336(3),340(2),341(2),342(2),343,
344 BNS)",Other Forgery,91,12,19,11,,,,,,
225,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",Acid Attack (326(a) IPC/124(1) BNS),8,0,2,1,,,,,,
226,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)","Attempt to Acid Attack  (326(b) IPC/ 124(2)
BNS",1,0,0,1,,,,,,
227,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",Grievous Hurt,595,120,91,93,,,,,,
228,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",Simple Hurt,7871,1363,1296,1341,,,,,,
229,A - IPC/BNS Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333/115(2) TO 122(2) EXCEPT 121(1),121(2) BNS)",Custodial,1,0,1,0,,,,,,
230,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Attempt to Commit,0,0,0,0,,,,,,
231,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Alcoholic Drink (Liquor),4,1,1,0,,,,,,
232,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Cement & Chemical/Fertiliser,0,0,0,0,,,,,,
233,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Cosmetics,0,0,0,0,,,,,,
234,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Diesel,0,0,0,0,,,,,,
235,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Drug/Medicine,3,0,1,1,,,,,,
236,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Edible Oil,0,0,0,0,,,,,,
237,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Food Grain,1,0,0,0,,,,,,
238,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Kerosene,0,0,0,0,,,,,,
239,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Life Saving Drug,0,0,0,0,,,,,,
240,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Mobile Oil,0,0,0,0,,,,,,
241,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Petrol,0,0,0,0,,,,,,
242,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Petroleum Product,0,0,0,0,,,,,,
243,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Soft Drinks,0,0,0,0,,,,,,
244,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Spices,0,0,0,0,,,,,,
245,A - IPC/BNS Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC/274,275 TO 278 BNS)",Others,5,0,0,1,,,,,,
246,A - IPC/BNS Crime,AFFRAY (Sec. 160 IPC/194(2) BNS),,348,43,57,50,,,,,,
247,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Agricultural Produce,27,8,1,2,,,,,,
248,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Attemp to Commit,0,0,0,0,,,,,,
249,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Boat / Ship,0,0,0,0,,,,,,
250,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Dwelling House,6,0,1,1,,,,,,
251,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Educational Institution,1,0,1,0,,,,,,
252,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Govt. Property,3,0,0,0,,,,,,
253,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Industrial Establishment,0,0,0,0,,,,,,
254,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Place of worship,1,0,0,0,,,,,,
255,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Public Place,6,2,4,0,,,,,,
256,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Railway Property,0,0,0,0,,,,,,
257,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Vital Installation,0,0,0,0,,,,,,
258,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Warehouse (Godown),2,0,0,0,,,,,,
259,A - IPC/BNS Crime,"ARSON (Sec. 435, 436, 438 IPC/326(f),326(g),327(g) BNS)",Others,61,11,8,7,,,,,,
260,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",Attempt To Commit,4,2,1,1,,,,,,
261,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Contractor,0,0,0,0,,,,,,
262,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Domestic Servant,0,0,0,0,,,,,,
263,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Labourer,1,0,0,0,,,,,,
264,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Man (General),8,0,3,1,,,,,,
265,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Man (SC),0,0,0,0,,,,,,
266,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Man (ST),0,0,0,0,,,,,,
267,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Manager/Executive (Other Than Public Servant),0,0,0,0,,,,,,
268,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)","On Member of Clergy (Christian, Budhist, Jain, Sikh)",0,0,0,0,,,,,,
269,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",Member of Legislative Assembly / Council (MLA/MLC),0,0,0,0,,,,,,
270,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Member of Parliament (MP),0,0,0,0,,,,,,
271,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On other Dignitaries /Public Figures,0,0,0,0,,,,,,
272,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Press,0,0,0,0,,,,,,
273,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Professional ,0,0,0,0,,,,,,
274,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Public Servant,0,0,0,0,,,,,,
275,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Student,0,0,0,0,,,,,,
276,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Teacher,0,0,0,0,,,,,,
277,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Women (General),0,0,0,0,,,,,,
278,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Woman (SC),0,0,0,0,,,,,,
279,A - IPC/BNS Crime,"ASSAULT (Sec 356, 357 IPC/134,135 BNS)",On Woman (ST),0,0,0,0,,,,,,
280,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Attempt to Commit,1,1,0,0,,,,,,
281,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Caste Issue,3,0,0,1,,,,,,
282,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Communal Issue,25,5,6,4,,,,,,
283,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Linguistic Issue,0,0,0,0,,,,,,
284,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Political Issue,0,2,0,0,,,,,,
285,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Racial/Ethnic Issue,0,0,0,0,,,,,,
286,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Regional Issue,9,2,2,0,,,,,,
287,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Religious Issue,52,5,7,5,,,,,,
288,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Sectarian Issue,0,0,0,0,,,,,,
289,A - IPC/BNS Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC/298 TO 301 BNS),Others,49,5,14,9,,,,,,
290,A - IPC/BNS Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",Conspiracy To Wage War,0,0,0,0,,,,,,
291,A - IPC/BNS Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",Related to Substantive Offence,0,0,0,0,,,,,,
292,A - IPC/BNS Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC/61(2),148 BNS)",Others,10,5,1,1,,,,,,
293,A - IPC/BNS Crime,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC/352 TO 354 BNS),NA,1634,225,347,296,,,,,,
294,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Attempt to Commit,0,0,0,0,,,,,,
295,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Bank,1,0,1,0,,,,,,
296,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Business Establishment,1,0,0,0,,,,,,
297,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Charitable Organisation,0,0,0,0,,,,,,
298,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Chitfund Organisation,0,0,0,0,,,,,,
299,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Co-operative Organisation,3,0,0,1,,,,,,
300,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Commercial Establishment/Shop,0,0,0,0,,,,,,
301,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Customs Department,0,0,0,0,,,,,,
302,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Excise Department,0,0,0,0,,,,,,
303,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Financial Institution,0,1,0,0,,,,,,
304,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Income Tax Department,0,0,0,0,,,,,,
305,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Other Government Organisation,1,0,0,0,,,,,,
306,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Postal Department,0,0,0,0,,,,,,
307,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Public Sector Undertakings,0,0,0,0,,,,,,
308,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Railway Department,0,0,0,0,,,,,,
309,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Revenue Department,0,0,0,0,,,,,,
310,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Sales Tax Department,0,0,0,0,,,,,,
311,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Social Organisation (Aided) (N),0,0,0,0,,,,,,
312,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Transport Authority,0,0,0,0,,,,,,
313,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Trust - Other than religious,1,0,0,1,,,,,,
314,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Trust - Religious,0,0,0,0,,,,,,
315,A - IPC/BNS Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC/314,315 BNS)",Others,3,0,1,1,,,,,,
316,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Attempt to Commit,5,1,0,1,,,,,,
317,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Club,3,0,1,0,,,,,,
318,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Hostel,1,1,0,0,,,,,,
319,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Hotel,4,1,2,0,,,,,,
320,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),House,377,58,53,64,,,,,,
321,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Land,820,164,139,175,,,,,,
322,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Office,33,5,4,6,,,,,,
323,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Prohibited Places,8,1,0,1,,,,,,
324,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Religious Place,2,0,0,0,,,,,,
325,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Restricted Area,5,2,0,0,,,,,,
326,A - IPC/BNS Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC/329(3) TO 333 BNS),Others,101,17,16,13,,,,,,
327,A - IPC/BNS Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),Husband ,514,108,83,91,,,,,,
328,A - IPC/BNS Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),Husband And Relative(S) in Law,664,129,126,124,,,,,,
329,A - IPC/BNS Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),Relative(S) in Law,14,4,2,1,,,,,,
330,A - IPC/BNS Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),Dowry Harassment,266,44,49,54,,,,,,
331,A - IPC/BNS Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC/85 BNS),Prevention of Gaming,0,0,0,0,,,,,,
332,A - IPC/BNS Crime,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Husband  ,1,0,0,0,,,,,,
333,A - IPC/BNS Crime,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Husband And Relatives In Law,23,3,5,1,,,,,,
334,A - IPC/BNS Crime,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Relatives in Law,1,0,0,0,,,,,,
335,A - IPC/BNS Crime,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Burning,1,0,0,0,,,,,,
336,A - IPC/BNS Crime,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Hanging,31,7,1,6,,,,,,
337,A - IPC/BNS Crime,DOWRY DEATHS (Sec.304(B) IPC/80 BNS),By Other Means,3,0,0,0,,,,,,
338,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Electrocution,11,4,3,2,,,,,,
339,A - IPC/BNS Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC/106 BNS),Adulterated Food/Drug,0,0,0,0,,,,,,
